               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 315,            0.022894,            0.020602,          0.00047227,             0.74501,             0.71382,             0.76983,             0.44271,             0.03952,            0.016564,          0.00024236,           0.0037828,           0.0037828,           0.0037828
                 316,            0.022988,            0.020713,          0.00072125,             0.76537,             0.72285,             0.77586,             0.44122,            0.039894,            0.016536,          0.00026979,            0.003763,            0.003763,            0.003763
                 317,            0.023074,            0.020772,          0.00071078,             0.76441,             0.71608,             0.75594,             0.43737,            0.039961,            0.016366,          0.00026718,           0.0037432,           0.0037432,           0.0037432
                 318,            0.022896,             0.02094,          0.00044016,             0.77654,             0.77006,              0.7821,               0.444,            0.040021,            0.016417,          0.00027537,           0.0037234,           0.0037234,           0.0037234
                 319,            0.022518,            0.021216,          0.00041721,             0.77028,             0.75212,             0.77675,               0.437,            0.040045,            0.016418,          0.00027981,           0.0037036,           0.0037036,           0.0037036
                 320,            0.023063,             0.02105,          0.00053686,             0.78804,             0.73249,              0.7694,             0.44271,            0.039892,            0.016423,          0.00030992,           0.0036838,           0.0036838,           0.0036838
                 321,            0.022891,            0.020571,           0.0003933,             0.84166,             0.69106,             0.77202,             0.44974,            0.040129,            0.016618,          0.00033281,            0.003664,            0.003664,            0.003664
                 322,            0.023195,            0.020663,          0.00052734,             0.76505,             0.72854,             0.77732,             0.43351,            0.040251,            0.016996,          0.00031579,           0.0036442,           0.0036442,           0.0036442
                 323,            0.022778,            0.020322,          0.00047146,             0.75605,             0.74319,             0.78568,             0.43941,            0.039991,            0.017072,           0.0003082,           0.0036244,           0.0036244,           0.0036244
                 324,            0.022998,             0.02083,          0.00058299,             0.82215,              0.7461,              0.7924,             0.44046,             0.04018,            0.017015,          0.00027734,           0.0036046,           0.0036046,           0.0036046
                 325,            0.022574,            0.021274,          0.00057828,             0.85561,             0.73543,             0.79149,             0.44207,            0.040075,             0.01704,          0.00025077,           0.0035848,           0.0035848,           0.0035848
                 326,            0.022773,            0.020748,          0.00056045,             0.76601,             0.72526,             0.77105,             0.43881,            0.039868,            0.016885,          0.00026193,            0.003565,            0.003565,            0.003565
                 327,            0.022593,            0.019997,           0.0004937,             0.83255,             0.68574,             0.75758,             0.43346,             0.04002,            0.016992,          0.00028549,           0.0035452,           0.0035452,           0.0035452
                 328,            0.022736,            0.020782,          0.00048948,             0.82051,             0.73488,             0.77471,              0.4325,              0.0398,            0.017071,          0.00030148,           0.0035254,           0.0035254,           0.0035254
                 329,            0.022811,            0.020387,          0.00045323,             0.82846,             0.72512,             0.77048,               0.443,            0.039593,             0.01706,          0.00031807,           0.0035056,           0.0035056,           0.0035056
                 330,            0.022577,            0.021125,           0.0005585,             0.73667,             0.71494,             0.77433,             0.44482,            0.039373,            0.016964,          0.00035934,           0.0034858,           0.0034858,           0.0034858
                 331,             0.02235,             0.02074,          0.00045935,             0.79858,              0.6601,             0.77409,             0.44466,            0.039214,            0.016944,          0.00032237,            0.003466,            0.003466,            0.003466
                 332,            0.021853,            0.020199,          0.00059705,             0.80249,             0.68659,             0.78814,             0.45175,            0.039314,            0.017013,          0.00027144,           0.0034462,           0.0034462,           0.0034462
                 333,             0.02298,            0.020392,          0.00046528,             0.75055,             0.71888,             0.77838,             0.45191,             0.03932,            0.017039,           0.0002473,           0.0034264,           0.0034264,           0.0034264
                 334,             0.02183,             0.02037,          0.00044992,             0.74929,              0.7049,             0.77543,             0.43101,            0.039257,            0.017288,          0.00024569,           0.0034066,           0.0034066,           0.0034066
                 335,            0.022318,            0.020068,          0.00046254,             0.73014,              0.7053,             0.75798,             0.41948,            0.039375,            0.017561,          0.00024819,           0.0033868,           0.0033868,           0.0033868
                 336,            0.022651,            0.020825,           0.0005485,             0.70995,             0.69784,              0.7578,             0.41036,            0.039194,            0.017968,          0.00023779,            0.003367,            0.003367,            0.003367
                 337,            0.022212,             0.02054,          0.00065306,             0.70013,             0.72048,             0.75051,             0.42333,            0.039003,            0.017954,          0.00023421,           0.0033472,           0.0033472,           0.0033472
                 338,            0.022595,            0.020228,          0.00064879,             0.69567,               0.716,             0.73749,              0.4187,            0.038907,            0.017958,           0.0002184,           0.0033274,           0.0033274,           0.0033274
                 339,            0.022144,            0.019807,          0.00046206,             0.64457,             0.77166,             0.73196,              0.4277,            0.039134,            0.017838,          0.00022091,           0.0033076,           0.0033076,           0.0033076
                 340,            0.021868,            0.020744,          0.00053071,             0.64687,             0.76613,             0.74007,             0.43378,            0.039434,            0.017835,          0.00021476,           0.0032878,           0.0032878,           0.0032878
                 341,             0.02164,            0.020104,          0.00037077,             0.67627,             0.71676,             0.73119,             0.42879,            0.039293,            0.017756,          0.00022016,            0.003268,            0.003268,            0.003268
                 342,             0.02231,            0.020278,          0.00049745,             0.64896,             0.74887,             0.72526,             0.42102,            0.039343,            0.017778,          0.00021697,           0.0032482,           0.0032482,           0.0032482
                 343,            0.021985,            0.020718,          0.00047793,              0.6634,             0.73472,             0.71275,               0.408,             0.03917,            0.017799,          0.00022541,           0.0032284,           0.0032284,           0.0032284
                 344,            0.022111,            0.020144,          0.00037638,              0.7082,             0.70223,             0.72745,              0.4152,            0.039236,            0.018013,          0.00022734,           0.0032086,           0.0032086,           0.0032086
                 345,            0.021852,            0.020398,          0.00059439,             0.73346,             0.72332,             0.74014,             0.42659,            0.039402,            0.018008,          0.00021769,           0.0031888,           0.0031888,           0.0031888
                 346,            0.022271,            0.020604,          0.00055436,             0.74033,             0.76652,             0.74698,             0.43546,            0.039484,            0.017815,          0.00020712,            0.003169,            0.003169,            0.003169
                 347,            0.021908,            0.020122,          0.00044682,             0.73874,             0.75311,             0.75418,             0.43939,            0.039653,            0.017511,          0.00020156,           0.0031492,           0.0031492,           0.0031492
                 348,            0.021601,            0.020028,          0.00063925,             0.74479,             0.72514,             0.76116,             0.44042,            0.039888,            0.017262,          0.00020345,           0.0031294,           0.0031294,           0.0031294
                 349,             0.02212,            0.020485,           0.0005703,               0.696,             0.77332,             0.76908,             0.44796,             0.04011,             0.01719,          0.00020138,           0.0031096,           0.0031096,           0.0031096
                 350,            0.022058,            0.019806,          0.00068486,             0.83095,               0.686,             0.77347,             0.45007,            0.040299,            0.017096,          0.00021186,           0.0030898,           0.0030898,           0.0030898
                 351,            0.021841,            0.020304,          0.00073305,             0.75333,                0.79,             0.77531,             0.44721,            0.040196,            0.017001,          0.00021998,             0.00307,             0.00307,             0.00307
                 352,            0.021827,            0.020135,          0.00056472,             0.74534,             0.76626,             0.77467,             0.44509,            0.040007,            0.017226,          0.00022656,           0.0030502,           0.0030502,           0.0030502
                 353,            0.021319,            0.019299,             0.00047,             0.74715,             0.74661,             0.76867,             0.44372,            0.039916,            0.017264,          0.00023332,           0.0030304,           0.0030304,           0.0030304
                 354,            0.021517,            0.020032,          0.00055931,             0.73645,             0.76177,             0.77009,             0.43837,            0.039899,            0.017236,          0.00022616,           0.0030106,           0.0030106,           0.0030106
                 355,            0.021417,            0.020232,          0.00050171,             0.72282,             0.77255,             0.77162,             0.43985,            0.039683,            0.017302,          0.00021186,           0.0029908,           0.0029908,           0.0029908
